"ID","Filial","Type_ts","passport_region","VIP","Brand","Model","Yr_production","GAP","married","KBM","KBM_prol_est","delta_kbm","deduct","deduct_amount","product","Bank","channel - map","category","kvs_type","Age","Exp","discount","Amount - gr","sex","premium_car","price_gr","price_prc","OSAGO_clnt","target"
"9503","Московский","Иностранные","Пензенская область","","KIA","SPORTAGE","2018","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Классика","Сетелем","Автосалоны","NB 0-1","Водители согласно перечню","43","14","1","1400000","F","0","30000","0.02","0","-1"
"9504","Воронежский","Иностранные","Воронежская область","","TOYOTA","LAND CRUISER","2017","Нет","Состоит в браке","6","4","-2","Без франшизы","0","Классика","Без банка","Автосалоны","RN sppg","Водители согласно перечню","51","32","0.95","3000000","M","1","70000","0.035","1","-1"
"9505","Московский","Иностранные","Москва","","HYUNDAI","TUCSON","2018","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","54","23","1","1400000","M","0","25000","0.015","1","-1"
"9506","Краснодарский","Иностранные","Краснодарский край","","KIA","RIO","2017","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Компакт","Банк","Розница","NB 0-1","Водители согласно перечню","37","11","1","600000","F","0","10000","0.01","1","-1"
"9507","Магнитогорский","Отечественные","Челябинская область","","LADA","GRANTA","2016","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Компакт","Банк","Автосалоны","RN","Водители согласно перечню","31","9","1","200000","M","0","10000","0.015","1","-1"
"9508","Ростовский","Иностранные","Ростовская область","","FORD","ECOSPORT","2016","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Компакт","Сетелем","Розница","NB 2+","Водители согласно перечню","63","23","1.05","600000","M","0","10000","0.01","0","-1"
"9509","Московский","Отечественные","Московская область","","LADA","GRANTA","2018","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","59","15","1","400000","M","0","20000","0.045","0","-1"
"9510","Московский","Иностранные","Волгоградская область","","HYUNDAI","SONATA","2018","Нет","Состоит в браке","8","6","-2","Безусловная франшиза","20000-","Классика","Без банка","Автосалоны","NB 0-1","Водители согласно перечню","38","18","1","1200000","M","0","55000","0.04","0","-1"
"9511","Санкт - Петербургский","Иностранные","Санкт-Петербург","","KIA","RIO","2018","Нет","Не состоит в браке","8","6","-2","Безусловная франшиза","20000+","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","33","13","1.05","800000","F","0","50000","0.05","0","-1"
"9512","Краснодарский","Иностранные","Краснодарский край","","KIA","CEED","2018","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Компакт","Без банка","Автосалоны","NB 0-1","Водители согласно перечню","41","16","0.9","1400000","M","0","20000","0.015","0","-1"
"9513","Магнитогорский","Иностранные","Республика Башкортостан","","DATSUN","MI-DO","2016","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Компакт","Банк","Автосалоны","RN","Водители согласно перечню","53","26","1.1","200000","M","0","10000","0.015","1","-1"
"9514","Волгоградский","Отечественные","Волгоградская область","","LADA","GRANTA","2017","Нет","Состоит в браке","6","4","-2","Безусловная франшиза","20000-","Классика","Банк","Автосалоны","RN sppg","Водители согласно перечню","37","7","1","200000","F","0","15000","0.035","1","-1"
"9515","Московский","Иностранные","Москва","","VOLKSWAGEN","POLO","2018","Нет","Не состоит в браке","8","6","-2","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","28","8","1.05","800000","M","0","55000","0.06","0","-1"
"9516","Пермский","Отечественные","Пермский край","","LADA","KALINA","2017","Нет","Состоит в браке","6","4","-2","Без франшизы","0","Классика","Банк","Розница","RN","Водители согласно перечню","41","10","1","400000","F","0","20000","0.05","1","-1"
"9517","Московский","Иностранные","Москва","","KIA","RIO","2018","Нет","Состоит в браке","8","6","-2","Безусловная франшиза","20000-","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","35","13","0.9","800000","M","0","40000","0.04","0","-1"
"9518","Санкт - Петербургский","Отечественные","Ленинградская область","","LADA","GRANTA","2018","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","48","27","1","400000","M","0","20000","0.045","0","-1"
"9519","Московский","Иностранные","Москва","","FORD","FOCUS","2018","Нет","Состоит в браке","8","7","-1","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","43","23","1","800000","M","0","30000","0.04","1","-1"
"9520","Краснодарский","Иностранные","Краснодарский край","","VOLVO","XC70","2015","Нет","Состоит в браке","3","2","-1","Без франшизы","0","Уверенный","Без банка","Розница","RN","Водители согласно перечню","45","23","1.1","800000","M","1","30000","0.035","1","-1"
"9521","Уфимский","Иностранные","Республика Башкортостан","","KIA","RIO","2017","Да","Состоит в браке","8","6","-2","Без франшизы","0","Компакт","Банк","Автосалоны","RN","Водители согласно перечню","50","11","0.95","400000","F","0","10000","0.015","1","-1"
"9522","Московский","Иностранные","Москва","","RENAULT","LOGAN","2018","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Компакт","Без банка","Автосалоны","NB 0-1","Водители согласно перечню","60","21","1","600000","M","0","10000","0.01","0","-1"
"9523","Московский","Иностранные","Москва","","SUBARU","FORESTER","2018","Нет","Состоит в браке","8","6","-2","Франшиза 2-ой страховой случай","20000-","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","49","17","1","1800000","M","0","50000","0.025","0","-1"
"9524","Челябинский","Иностранные","Челябинская область","","KIA","RIO","2014","Нет","Не состоит в браке","4","2","-2","Безусловная франшиза","20000+","Классика","Банк","Розница","RN","Водители согласно перечню","38","10","1.1","0","M","0","10000","0.065","1","-1"
"9525","Московский","Иностранные","Москва","","MITSUBISHI","OUTLANDER","2016","Нет","Состоит в браке","6","4","-2","Без франшизы","0","Уверенный","Без банка","Розница","RN sppg","Водители согласно перечню","37","12","1","1000000","M","0","45000","0.035","0","-1"
"9526","Московский","Иностранные","Москва","","HYUNDAI","CRETA","2016","Нет","Не состоит в браке","5","4","-1","Без франшизы","0","Классика","Без банка","Автосалоны","RN","Водители согласно перечню","63","21","1","600000","F","0","20000","0.025","1","-1"
"9527","Краснодарский","Иностранные","Республика Адыгея","","VOLKSWAGEN","JETTA","2018","Нет","Состоит в браке","8","6","-2","Франшиза 2-ой страховой случай","20000+","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","43","24","1.1","1000000","F","0","65000","0.055","1","-1"
"9528","Московский","Иностранные","Москва","","NISSAN","X-TRAIL","2017","Да","Состоит в браке","6","4","-2","Без франшизы","0","Классика","Банк","Автосалоны","RN","Водители согласно перечню","40","11","1","1600000","M","0","50000","0.03","1","-1"
"9529","Московский","Иностранные","Тульская область","","TOYOTA","RAV 4","2017","Нет","Состоит в браке","6","4","-2","Без франшизы","0","Классика","Банк","Автосалоны","RN sppg","Водители согласно перечню","38","14","1.1","1600000","F","0","70000","0.04","0","-1"
"9530","Ростовский","Иностранные","Ростовская область","","RENAULT","LOGAN","2017","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Компакт","Банк","Розница","NB 0-1","Водители согласно перечню","36","15","1.05","400000","F","0","10000","0.02","1","-1"
"9531","Челябинский","Иностранные","Челябинская область","","VOLKSWAGEN","JETTA","2014","Да","Состоит в браке","8","6","-2","Без франшизы","0","Компакт","Банк","Розница","RN","Водители согласно перечню","51","26","1","400000","M","0","10000","0.025","0","-1"
"9532","Ставропольский","Иностранные","Ставропольский край","","TOYOTA","COROLLA","2017","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Компакт","Банк","Автосалоны","RN","Водители согласно перечню","42","7","1","800000","M","0","25000","0.03","1","-1"
"9533","Московский","Иностранные","Воронежская область","","HYUNDAI","SOLARIS","2017","Нет","Состоит в браке","6","4","-2","Без франшизы","0","Классика","Банк","Автосалоны","RN","Водители согласно перечню","38","18","1.05","600000","M","0","35000","0.045","0","-1"
"9534","Московский","Иностранные","Москва","","NISSAN","TERRANO","2017","Нет","Не состоит в браке","7","5","-2","Без франшизы","0","Классика","Без банка","Автосалоны","RN","Водители согласно перечню","32","1","1.1","800000","F","0","60000","0.065","0","-1"
"9535","Краснодарский","Иностранные","Краснодарский край","","KIA","RIO","2017","Нет","Состоит в браке","6","4","-2","Безусловная франшиза","20000-","Классика","Сетелем","Автосалоны","RN","Водители согласно перечню","33","12","1.1","600000","F","0","40000","0.06","1","-1"
"9536","Нижегородский","Отечественные","Нижегородская область","","LADA","GRANTA","2017","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Legacy","Банк","Розница","NB 0-1","Водители согласно перечню","47","27","1","400000","M","0","10000","0.025","1","-1"
"9537","Московский","Иностранные","Москва","","VOLKSWAGEN","POLO","2018","Нет","Не состоит в браке","8","6","-2","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","28","8","1.05","800000","M","0","55000","0.06","0","-1"
"9538","Московский","Иностранные","Московская область","","VOLKSWAGEN","TIGUAN","2013","Да","Состоит в браке","4","2","-2","Франшиза 2-ой страховой случай","20000-","Классика","Без банка","Розница","RN","Водители согласно перечню","42","10","1.1","1200000","M","0","40000","0.035","1","-1"
"9539","Московский","Иностранные","Московская область","","LEXUS","NX","2017","Нет","Не состоит в браке","8","6","-2","Без франшизы","0","Legacy","Без банка","Розница","NB 0-1","Водители согласно перечню","43","22","0.9","2000000","F","1","55000","0.025","0","-1"
"9540","Санкт - Петербургский","Иностранные","Санкт-Петербург","","NISSAN","X-TRAIL","2018","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","50","15","1","1400000","M","0","45000","0.03","1","-1"
"9541","Тверской","Отечественные","Тверская область","","LADA","VESTA","2017","Нет","Состоит в браке","7","5","-2","Без франшизы","0","Классика","Банк","Автосалоны","RN","Водители согласно перечню","49","31","0.95","400000","M","0","25000","0.045","0","-1"
"9542","Московский","Иностранные","Москва","","HYUNDAI","IX35","2018","Нет","Не состоит в браке","8","6","-2","Безусловная франшиза","20000-","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","41","18","1.05","800000","F","0","25000","0.025","0","-1"
"9543","Московский","Иностранные","Москва","","KIA","RIO","2017","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Уверенный","Без банка","Автосалоны","NB 0-1","Водители согласно перечню","31","9","1","400000","M","0","30000","0.055","0","-1"
"9544","Московский","Иностранные","Москва","","HYUNDAI","SANTA FE","2018","Нет","Не состоит в браке","8","6","-2","Без франшизы","0","Классика","Без банка","Автосалоны","NB 0-1","Водители согласно перечню","41","22","1","2400000","F","0","70000","0.03","0","-1"
"9545","Челябинский","Иностранные","Челябинская область","","KIA","SPORTAGE","2018","Нет","Состоит в браке","8","6","-2","Безусловная франшиза","20000+","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","33","8","1","1400000","F","0","45000","0.03","1","-1"
"9546","Ростовский","Иностранные","Ростовская область","","HYUNDAI","SOLARIS","2017","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Компакт","Банк","Автосалоны","RN","Водители согласно перечню","40","17","1","600000","F","0","10000","0.015","1","-1"
"9547","Санкт - Петербургский","Отечественные","Тверская область","","LADA","XRAY","2017","Нет","Состоит в браке","6","4","-2","Безусловная франшиза","20000-","Классика","Сетелем","Автосалоны","RN","Водители согласно перечню","40","15","1","600000","M","0","25000","0.04","0","-1"
"9548","Магнитогорский","Иностранные","Челябинская область","","KIA","SORENTO","2017","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Компакт","Сетелем","Автосалоны","RN","Водители согласно перечню","41","15","1.1","1200000","F","0","20000","0.015","1","-1"
"9549","Московский","Отечественные","Московская область","","LADA","GRANTA","2018","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","58","20","1","400000","M","0","20000","0.04","1","-1"
"9550","Белгородский","Иностранные","Белгородская область","","SKODA","RAPID","2018","Да","Состоит в браке","8","6","-2","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","52","15","1","600000","M","0","35000","0.045","0","-1"
"9551","Ставропольский","Иностранные","Ростовская область","","KIA","CERATO","2017","Нет","Не состоит в браке","8","6","-2","Без франшизы","0","Компакт","Сетелем","Автосалоны","NB 0-1","Водители согласно перечню","30","12","1","600000","F","0","15000","0.02","1","-1"
"9552","Уфимский","Отечественные","Республика Башкортостан","","LADA","VESTA","2018","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Классика","Сетелем","Автосалоны","NB 0-1","Водители согласно перечню","34","12","1","800000","F","0","35000","0.045","1","-1"
"9553","Московский","Иностранные","Красноярский край","","TOYOTA","RAV 4","2015","Нет","Состоит в браке","8","6","-2","Франшиза 2-ой страховой случай","20000-","Классика","Без банка","Автосалоны","NB 2+","Водители согласно перечню","61","26","1","1400000","M","0","55000","0.035","0","-1"
"9554","Екатеринбургский","Иностранные","Свердловская область","","HONDA","CR-V","2018","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Компакт","Без банка","Розница","NB 0-1","Водители согласно перечню","61","19","0.9","1800000","F","0","15000","0.01","1","-1"
"9555","Санкт - Петербургский","Иностранные","Санкт-Петербург","","FORD","FOCUS","2018","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","32","14","1.1","800000","F","0","50000","0.055","1","-1"
"9556","Кемеровский","Отечественные","Кемеровская область","","LADA","XRAY","2018","Нет","Состоит в браке","8","7","-1","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","47","7","1","600000","F","0","30000","0.04","1","-1"
"9557","Санкт - Петербургский","Иностранные","Санкт-Петербург","","KIA","CEED","2018","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Классика","Сетелем","Автосалоны","NB 0-1","Водители согласно перечню","27","2","1.05","1000000","F","0","70000","0.075","0","-1"
"9558","Московский","Иностранные","Московская область","","VOLKSWAGEN","TIGUAN","2018","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Классика","Без банка","Автосалоны","NB 0-1","Водители согласно перечню","42","4","1","1800000","F","0","55000","0.03","0","-1"
"9559","Краснодарский","Иностранные","Краснодарский край","","DATSUN","ON-DO","2018","Нет","Состоит в браке","8","6","-2","Безусловная франшиза","20000-","Классика","Сетелем","Автосалоны","NB 0-1","Водители согласно перечню","35","17","1","400000","M","0","25000","0.045","1","-1"
"9560","Московский","Иностранные","Удмуртская Республика","","SUBARU","FORESTER","2017","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Классика","Без банка","Автосалоны","NB 0-1","Водители согласно перечню","61","26","1.1","1400000","M","0","50000","0.03","0","-1"
"9561","Белгородский","Иностранные","Белгородская область","","KIA","CEED SW","2018","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Классика","Сетелем","Автосалоны","NB 0-1","Водители согласно перечню","57","19","1","800000","F","0","35000","0.035","1","-1"
"9562","Московский","Иностранные","Москва","","NISSAN","MURANO","2018","Нет","Не состоит в браке","8","6","-2","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","38","19","1","2200000","M","0","70000","0.03","0","-1"
"9563","Ставропольский","Иностранные","Ставропольский край","","KIA","RIO","2016","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Компакт","Банк","Розница","RN","Водители согласно перечню","44","14","0.9","400000","M","0","10000","0.015","1","-1"
"9564","Волгоградский","Иностранные","Республика Калмыкия","","KIA","RIO","2017","Нет","Состоит в браке","6","4","-2","Безусловная франшиза","20000+","Классика","Банк","Автосалоны","RN","Водители согласно перечню","52","33","1","600000","M","0","10000","0.02","1","-1"
"9565","Белгородский","Иностранные","Белгородская область","","FORD","FOCUS","2018","Нет","Состоит в браке","8","6","-2","Безусловная франшиза","20000+","Классика","Сетелем","Автосалоны","NB 0-1","Водители согласно перечню","35","16","1","1200000","M","0","40000","0.03","1","-1"
"9566","Московский","Иностранные","Москва","Особый статус","MERCEDES-BENZ","CLS","2017","Да","Не состоит в браке","8","6","-2","Без франшизы","0","Классика","Без банка","Розница","NB 0-1","Ограничение по стажу и возрасту, без ограничения количества лиц","18","0","1.1","3000000","M","1","70000","0.06","1","-1"
"9567","Ростовский","Иностранные","Ростовская область","","TOYOTA","RAV 4","2013","Нет","Состоит в браке","8","6","-2","Безусловная франшиза","20000+","Классика","Без банка","Розница","NB 2+","Водители согласно перечню","54","27","1","800000","F","0","25000","0.03","1","-1"
"9568","Кемеровский","Отечественные","Кемеровская область","","LADA","GRANTA","2018","Нет","Состоит в браке","8","9","1","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","42","15","0.95","400000","M","0","25000","0.045","1","-1"
"9569","Московский","Иностранные","Санкт-Петербург","","VOLKSWAGEN","TERAMONT","2018","Нет","Состоит в браке","8","7","-1","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","38","17","1","3000000","F","0","70000","0.02","1","-1"
"9570","Московский","Иностранные","Орловская область","","HYUNDAI","SOLARIS","2018","Нет","Не состоит в браке","8","6","-2","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","43","9","1","600000","F","0","45000","0.065","0","-1"
"9571","Санкт - Петербургский","Иностранные","Ленинградская область","","RENAULT","KAPTUR","2018","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","28","10","0.9","1200000","M","0","50000","0.04","0","-1"
"9572","Санкт - Петербургский","Иностранные","Санкт-Петербург","","RENAULT","KAPTUR","2017","Нет","Состоит в браке","6","4","-2","Безусловная франшиза","20000-","Классика","Банк","Розница","RN","Водители согласно перечню","30","9","1","800000","M","0","25000","0.03","1","-1"
"9573","Санкт - Петербургский","Отечественные","Санкт-Петербург","","LADA","GRANTA","2017","Нет","Состоит в браке","6","4","-2","Без франшизы","0","Уверенный","Банк","Розница","RN","Водители согласно перечню","31","9","1","400000","M","0","15000","0.03","1","-1"
"9574","Уфимский","Отечественные","Республика Башкортостан","","LADA","2121","2018","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","53","20","1","400000","M","0","20000","0.04","0","-1"
"9575","Волгоградский","Иностранные","Волгоградская область","","KIA","RIO","2018","Нет","Состоит в браке","8","6","-2","Безусловная франшиза","20000+","Классика","Сетелем","Автосалоны","NB 0-1","Водители согласно перечню","46","18","1","800000","M","0","25000","0.03","1","-1"
"9576","Московский","Иностранные","Московская область","","KIA","RIO","2018","Нет","Состоит в браке","8","6","-2","Франшиза 2-ой страховой случай","20000-","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","29","4","1.05","1000000","F","0","60000","0.06","1","-1"
"9577","Московский","Иностранные","Москва","","TOYOTA","RAV 4","2018","Нет","Состоит в браке","8","9","1","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","47","17","0.9","1600000","F","0","70000","0.035","1","-1"
"9578","Московский","Иностранные","Московская область","","KIA","SOUL","2017","Нет","Состоит в браке","8","6","-2","Безусловная франшиза","20000+","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","47","9","0.95","800000","M","0","20000","0.025","1","-1"
"9579","Тверской","Отечественные","Тверская область","","LADA","2131","2011","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Компакт","Без банка","Розница","NB 2+","Водители согласно перечню","47","26","0.95","0","M","0","10000","0.005","1","-1"
"9580","Нижегородский","Отечественные","Нижегородская область","","CHEVROLET","NIVA","2016","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Компакт","Банк","Розница","RN","Водители согласно перечню","36","10","1","400000","M","0","10000","0.005","0","-1"
"9581","Ростовский","Иностранные","Краснодарский край","","MAZDA","CX-5","2017","Нет","Состоит в браке","6","4","-2","Безусловная франшиза","20000+","Классика","Без банка","Автосалоны","RN","Водители согласно перечню","40","18","0.9","1400000","M","0","40000","0.03","1","-1"
"9582","Санкт - Петербургский","Иностранные","Санкт-Петербург","","FORD","KUGA","2013","Да","Состоит в браке","2","0","-2","Франшиза 2-ой страховой случай","20000-","Классика","Без банка","Розница","RN","Водители согласно перечню","38","12","0.9","1000000","F","0","35000","0.035","1","-1"
"9583","Ставропольский","Иностранные","Ставропольский край","","BMW","3-СЕРИЯ","2017","Нет","Состоит в браке","8","6","-2","Безусловная франшиза","20000+","Legacy","Без банка","Розница","NB 0-1","Водители согласно перечню","39","20","0.9","1600000","M","1","50000","0.025","1","-1"
"9584","Московский","Иностранные","Москва","","KIA","SPORTAGE","2018","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Классика","Без банка","Автосалоны","NB 0-1","Водители согласно перечню","49","13","1","1400000","M","0","35000","0.02","0","-1"
"9585","Московский","Иностранные","Московская область","","AUDI","Q3","2018","Нет","Состоит в браке","8","6","-2","Безусловная франшиза","20000+","Классика","Без банка","Автосалоны","NB 0-1","Водители согласно перечню","41","5","0.9","2000000","F","1","50000","0.02","1","-1"
"9586","Челябинский","Иностранные","Челябинская область","","HYUNDAI","SOLARIS","2018","Нет","Состоит в браке","8","6","-2","Франшиза 2-ой страховой случай","20000+","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","53","30","1","600000","M","0","40000","0.05","1","-1"
"9587","Санкт - Петербургский","Иностранные","Ленинградская область","Особый статус +","PORSCHE","CAYENNE","2010","Нет","Состоит в браке","4","2","-2","Без франшизы","0","Уверенный","Без банка","Розница","RN sppg","Водители согласно перечню","31","11","0.9","3000000","F","1","70000","0.04","1","-1"
"9588","Московский","Иностранные","Москва","","MERCEDES-BENZ","E","2018","Да","Состоит в браке","8","6","-2","Безусловная франшиза","20000+","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","40","20","1","2600000","M","1","70000","0.035","1","-1"
"9589","Ростовский","Иностранные","Ростовская область","","HYUNDAI","ELANTRA","2018","Нет","Состоит в браке","8","7","-1","Франшиза 2-ой страховой случай","20000-","Классика","Без банка","Розница","NB 0-1","Водители согласно перечню","37","11","1","1000000","M","0","50000","0.045","1","-1"
"9590","Казанский","Отечественные","Республика Татарстан","","CHEVROLET","NIVA","2017","Нет","Состоит в браке","7","6","-1","Без франшизы","0","Классика","Банк","Автосалоны","RN","Водители согласно перечню","41","23","1","400000","F","0","15000","0.035","0","-1"
"9591","Краснодарский","Иностранные","Республика Адыгея","","HYUNDAI","SOLARIS","2018","Нет","Не состоит в браке","8","6","-2","Безусловная франшиза","20000+","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","49","17","1","800000","M","0","60000","0.06","1","-1"
"9592","Санкт - Петербургский","Иностранные","Тверская область","","HYUNDAI","SOLARIS","2015","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Компакт","Без банка","Розница","NB 2+","Водители согласно перечню","38","20","1","400000","M","0","15000","0.035","1","-1"
"9593","Московский","Иностранные","Москва","","HYUNDAI","TUCSON","2018","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","32","12","1","1800000","M","0","45000","0.025","0","-1"
"9594","Ставропольский","Иностранные","Ставропольский край","","MAZDA","CX-5","2018","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","30","11","1.1","1600000","M","0","70000","0.05","1","-1"
"9595","Московский","Иностранные","Московская область","","HYUNDAI","CRETA","2018","Нет","Не состоит в браке","8","7","-1","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","30","4","0.95","1200000","F","0","45000","0.035","1","-1"
"9596","Московский","Иностранные","Московская область","","MERCEDES-BENZ","SPRINTER","2017","Да","Не состоит в браке","6","4","-2","Без франшизы","0","Классика","Без банка","Автосалоны","RN sppg","Водители согласно перечню","37","18","1.05","1200000","M","1","50000","0.035","0","-1"
"9597","Московский","Иностранные","Москва","","KIA","CEED","2018","Да","Состоит в браке","8","6","-2","Франшиза 2-ой страховой случай","20000-","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","48","21","1","1000000","F","0","35000","0.03","0","-1"
"9598","Московский","Иностранные","Москва","","CHEVROLET","TAHOE","2016","Нет","Не состоит в браке","6","4","-2","Франшиза 2-ой страховой случай","20000-","Классика","Без банка","Розница","RN sppg","Водители согласно перечню","42","17","1","2600000","M","1","70000","0.03","0","-1"
"9599","Московский","Иностранные","Московская область","","KIA","CEED SW","2014","Нет","Состоит в браке","0","0","-100","Без франшизы","0","Уверенный","Без банка","Розница","RN","Водители согласно перечню","61","14","1","400000","M","0","10000","0.025","1","-1"
"9600","Московский","Иностранные","Владимирская область","","NISSAN","X-TRAIL","2018","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","55","33","1","1600000","M","0","40000","0.025","0","-1"
"9601","Челябинский","Иностранные","Челябинская область","","HYUNDAI","I40","2016","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Компакт","Банк","Автосалоны","RN","Водители согласно перечню","52","32","1.05","800000","M","0","15000","0.015","0","-1"
"9602","Московский","Иностранные","Рязанская область","","VOLKSWAGEN","TIGUAN","2017","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Компакт","Без банка","Автосалоны","RN","Водители согласно перечню","42","21","1","1200000","F","0","10000","0.005","1","-1"
"9603","Санкт - Петербургский","Иностранные","Санкт-Петербург","","SKODA","YETI","2016","Да","Состоит в браке","8","6","-2","Франшиза 2-ой страховой случай","20000-","Классика","Без банка","Розница","NB 2+","Водители согласно перечню","60","10","1","800000","F","0","30000","0.035","0","-1"
"9604","Московский","Иностранные","Москва","","HYUNDAI","CRETA","2018","Нет","Не состоит в браке","8","6","-2","Без франшизы","0","Классика","Без банка","Розница","NB 0-1","Водители согласно перечню","58","14","1","800000","F","0","30000","0.03","1","-1"
"9605","Самарский","Отечественные","Самарская область","","LADA","VESTA","2018","Да","Состоит в браке","8","6","-2","Без франшизы","0","Компакт","Без банка","Автосалоны","NB 0-1","Водители согласно перечню","35","16","1","600000","M","0","10000","0.005","1","-1"
"9606","Дальневосточный","Иностранные","Приморский край","Особый статус","NISSAN","X-TRAIL","2014","Да","Состоит в браке","8","6","-2","Франшиза 2-ой страховой случай","20000-","Классика","Без банка","Розница","NB 2+","Водители согласно перечню","49","27","1.05","1200000","M","0","30000","0.025","1","-1"
"9607","Санкт - Петербургский","Иностранные","Санкт-Петербург","","VOLKSWAGEN","TIGUAN","2018","Нет","Не состоит в браке","8","6","-2","Безусловная франшиза","20000+","Классика","Без банка","Автосалоны","NB 0-1","Водители согласно перечню","63","20","1","1400000","M","0","25000","0.015","0","-1"
"9608","Краснодарский","Иностранные","Краснодарский край","","KIA","CEED","2018","Нет","Не состоит в браке","8","6","-2","Безусловная франшиза","20000+","Классика","Без банка","Автосалоны","NB 0-1","Водители согласно перечню","47","22","1","1000000","F","0","25000","0.025","1","-1"
"9609","Санкт - Петербургский","Иностранные","Ямало-Ненецкий автономный округ","","KIA","OPTIMA","2018","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","31","11","1","1400000","M","0","70000","0.05","0","-1"
"9610","Краснодарский","Иностранные","Краснодарский край","","KIA","CEED","2018","Нет","Состоит в браке","8","6","-2","Без франшизы","0","Классика","Банк","Автосалоны","NB 0-1","Водители согласно перечню","57","24","0.95","1000000","M","0","50000","0.04","1","-1"
